StockCode,Description,Orders,Units,Revenue,AvgPrice
21813,GARLAND WITH STARS AND BELLS,184,842,3957.7000000000003,5.6628643216080405
21814,HEART T-LIGHT HOLDER,95,685,1039.81,1.8194174757281554
21815,STAR  T-LIGHT HOLDER,92,736,1167.37,1.9047115384615385
21816,CHRISTMAS TREE T-LIGHT HOLDER,50,424,640.24,1.6946153846153846
21817,GLITTER CHRISTMAS TREE,130,1760,1139.24,0.7388028169014085
21818,GLITTER CHRISTMAS HEART,285,4390,2714.35,0.7246394984326019
21819,GLITTER CHRISTMAS STAR,248,3896,2289.6,0.717175572519084
21820,GLITTER HEART GARLAND WITH BELLS,180,828,3267.75,4.708290155440415
21821,GLITTER STAR GARLAND WITH BELLS,153,723,2935.06,4.941515151515151
21822,GLITTER CHRISTMAS TREE WITH BELLS,142,1048,1420.06,1.6050666666666666
21823,PAINTED METAL HEART WITH HOLLY BELL,212,2482,2474.14,1.3363090128755366
21824,PAINTED METAL STAR WITH HOLLY BELLS,211,2800,2379.0899999999997,1.1369333333333334
21825,PAINTED METAL TREE WITH HOLLY BELLS,75,733,1053.1899999999998,1.546875
21826,EIGHT PIECE DINOSAUR SET,240,1825,2373.24,1.4827413127413127
21827,EIGHT PIECE CREEPY CRAWLIE SET,134,840,1075.14,1.3632413793103448
21828,EIGHT PIECE SNAKE  SET,180,1113,1414.18,1.4984126984126984
21829,DINOSAUR KEYRINGS ASSORTED,409,15137,3270.2,0.2662380952380952
21830,ASSORTED CREEPY CRAWLIES,256,7975,3320.46,0.46406593406593405
21832,CHOCOLATE CALCULATOR,459,3431,6020.99,2.2774791666666667
21833,CAMOUFLAGE LED TORCH,444,6557,11208.35,2.0658478260869564
21836,GINGHAM OVEN GLOVE RED HEART,100,252,1022.88,4.393398058252427
21837,CROSS STITCH ALPHABET CUSHION COVER,91,244,1622.64,7.640989010989012
21838,DADDY MOUSE RED GINGHAM BOW TIE,1,1,5.45,5.45
21839,MUMMY MOUSE RED GINGHAM RIBBON,83,201,1085.5900000000001,5.499036144578313
21841,BABY MOUSE RED GINGHAM DRESS,132,437,1857.47,4.4216417910447765
21842,PINK HEART CANDY BUTTON CALCULATOR,47,551,1308.74,3.0110638297872336
21843,RED RETROSPOT CAKE STAND,1527,6263,66348.54999999999,12.207886334610473
21844,RED RETROSPOT MUG,494,5430,15518.320000000002,3.3184387351778657
21845,DAIRY MAID STRIPE MUG,158,2539,3811.51,2.1783125
21846,PINK DIAMANTE PEN IN GIFT BOX,264,1625,3907.4,3.9247445255474447
21847,GREEN  DIAMANTE PEN IN GIFT BOX,71,348,679.58,3.2754794520547943
21849,SILVER DIAMANTE PEN IN GIFT BOX,134,658,1602.08,3.7645454545454546
21850,BLUE  DIAMANTE PEN IN GIFT BOX,106,459,1127.2,3.9378761061946905
21851,LILAC DIAMANTE PEN IN GIFT BOX,149,644,1544.62,3.9796202531645566
21852,EMPIRE TEDDY,2,2,13.9,6.95
21853,GUMBALL CUSTOM CARS TOP TRUMPS GAME,3,3,15.399999999999999,5.133333333333333
21854,EURO FOOTBALL STARS TOP TRUMPS GAME,1,1,5.17,5.17
21857,STAR WARS TOP TRUMPS GAME,2,2,10.23,5.115
21858,HIGH SCHOOL MUSICAL 3 TOP TRUMPS,2,2,10.23,5.115
21860,DR WHO TOP TRUMPS GAME,1,1,5.17,5.17
21864,UNION JACK FLAG PASSPORT COVER,411,1960,4681.58,2.7533489461358314
21865,PINK UNION JACK  PASSPORT COVER,297,902,2102.46,2.609640522875817
21866,UNION JACK FLAG LUGGAGE TAG,453,2209,3681.14,1.7725902335456476
21867,PINK UNION JACK  LUGGAGE TAG,288,1166,1591.6299999999999,1.5329581993569132
21868,POTTING SHED TEA MUG,881,9235,11383.72,1.6297797356828192
21869,POTTING SHED COFFEE MUG,111,1264,1469.5800000000002,1.348125
21870,I CAN ONLY PLEASE ONE PERSON MUG,630,6377,7999.28,1.556127080181543
21871,SAVE THE PLANET MUG,779,11654,13900.51,1.7313006134969324
21872,GLAMOROUS  MUG,330,5118,5204.74,1.548372781065089
21873,IF YOU CAN'T STAND THE HEAT MUG,199,2065,2430.87,1.6730541871921183
21874,GIN AND TONIC MUG,617,6467,8424.34,1.8419158878504673
21875,KINGS CHOICE MUG,414,6854,7946.070000000001,1.7200468384074943
21876,POTTERING MUG,623,5718,7460.09,2.0026242236024845
21877,HOME SWEET HOME MUG,755,14154,16083.97,1.5771761658031087
21878,PACK OF 6 SANDCASTLE FLAGS ASSORTED,403,5591,4591.54,1.0596125907990315
21879,HEARTS GIFT TAPE,152,1576,672.71,0.7598089171974521
21880,RED RETROSPOT TAPE,329,2519,1314.24,0.6553134328358209
21881,CUTE CATS TAPE,118,1345,563.4,0.8299166666666667
21882,SKULLS TAPE,119,1060,505.65000000000003,0.77936
21883,STARS GIFT TAPE,226,2413,1243.75,0.7387499999999999
21884,CAKES AND BOWS GIFT  TAPE,161,1454,672.5600000000001,1.0043975903614457
21888,BINGO SET,825,3581,14152.84,4.620257913247362
21889,WOODEN BOX OF DOMINOES,1123,13212,17612.57,1.5617881355932204
21890,S/6 WOODEN SKITTLES IN COTTON BAG,547,3538,10625.75,3.7424436741767764
21891,TRADITIONAL WOODEN SKIPPING ROPE,835,12249,15713.0,1.5398868778280543
21892,TRADITIONAL WOODEN CATCH CUP GAME,818,7953,10346.57,1.5755606936416184
21893,POTTING SHED SEED TIN,20,172,587.8,5.4975000000000005
21894,POTTING SHED SEED ENVELOPES,247,1345,1877.47,1.7440466926070037
21895,POTTING SHED SOW 'N' GROW SET,85,557,1731.35,4.887386363636364
21896,POTTING SHED TWINE,290,2395,4975.610000000001,2.5116107382550337
21897,POTTING SHED CANDLE CITRONELLA,106,866,2641.36,3.107037037037037
21898,POTTING SHED ROSE CANDLE,113,827,2538.81,3.0016239316239317
21899,"KEY FOB , GARAGE DESIGN",622,6783,4398.08,0.8143188854489163
21900,"KEY FOB , SHED",835,8458,5622.950000000001,0.866199304750869
21901,"KEY FOB , BACK DOOR",688,6274,4141.96,0.811997226074896
21902,"KEY FOB , FRONT  DOOR",474,5440,3461.69,0.7797791164658634
21903,MAN FLU METAL SIGN,407,3468,7001.39,2.468345153664303
21904,HOUSE WRECKING METAL SIGN,145,762,1212.02,2.0904026845637587
21905,MORE BUTTER METAL SIGN,263,1623,2157.87,1.693045112781955
21906,PHARMACIE FIRST AID TIN,424,1813,13143.550000000001,8.474136363636363
21907,I'M ON HOLIDAY METAL SIGN,771,5242,11022.230000000001,2.2832826362484155
21908,CHOCOLATE THIS WAY METAL SIGN,974,9839,19479.510000000002,2.4692430278884463
21910,WAY OUT METAL SIGN,111,1067,1399.83,1.760535714285714
21911,GARDEN METAL SIGN,344,2566,4120.69,2.0561363636363637
21912,VINTAGE SNAKES & LADDERS,828,3791,14934.74,4.695017667844523
21913,VINTAGE SEASIDE JIGSAW PUZZLES,298,1155,4423.2,4.391844660194175
21914,BLUE HARMONICA IN BOX,963,13308,18194.35,1.453886679920477
21915,RED  HARMONICA IN BOX,1025,38088,44680.05,1.4053998118532456
21916,SET 12 RETRO WHITE CHALK STICKS,713,11124,4803.17,0.5180188679245283
21917,SET 12 KIDS  WHITE CHALK STICKS,467,8052,3345.73,0.49899999999999994
21918,SET 12 KIDS COLOUR  CHALK STICKS,788,14730,6077.099999999999,0.5243014705882353
21919,Electronic Talking Breath-A-Loser,5,6,30.47,5.081999999999999
21922,UNION STRIPE WITH FRINGE  HAMMOCK,388,1449,11273.970000000001,8.894147582697201
21923,RED/CREAM STRIPE FRINGE HAMMOCK,119,337,2662.64,8.58436974789916
21924,BLUE/CREAM STRIPE FRINGE HAMMOCK,123,315,2486.6600000000003,8.614596774193549
21925,UNION STRIPE CUSHION COVER,167,1213,1577.33,1.5755882352941177
21926,RED/CREAM STRIPE CUSHION COVER,147,1009,1325.27,1.5961224489795918
21927,BLUE/CREAM STRIPE CUSHION COVER,192,1284,1758.24,1.6855670103092784
21928,JUMBO BAG SCANDINAVIAN PAISLEY,1542,24743,47023.18,2.476479949077021
21929,JUMBO BAG PINK VINTAGE PAISLEY,1619,25937,50300.82,2.5051544518473654
21930,JUMBO STORAGE BAG SKULLS,1321,13640,27888.86,2.5202565982404694
21931,JUMBO STORAGE BAG SUKI,2329,29489,62257.72,2.5339296187683282
21932,SCANDINAVIAN PAISLEY PICNIC BAG,649,3884,8539.92,2.437040971168437
21933,PINK VINTAGE PAISLEY PICNIC BAG,625,4139,9161.4,2.4531875
21934,SKULL SHOULDER BAG,725,4643,8394.72,2.2097564276048716
21935,SUKI  SHOULDER BAG,921,7209,13353.81,2.334862869198312
21936,RED RETROSPOT PICNIC BAG,1046,7823,22818.09,3.641478342749529
21937,STRAWBERRY   PICNIC BAG,657,4114,12091.96,3.614947683109118
21942,SKULLS DESIGN FLANNEL,221,1689,1164.5,1.2745922746781113
21943,CAKES AND RABBITS DESIGN FLANNEL,149,593,532.48,1.110794701986755
21944,KITTENS DESIGN FLANNEL,204,1797,1119.29,1.1627142857142856
21945,STRAWBERRIES  DESIGN FLANNEL,240,1891,1345.52,1.2708695652173911
21946,PARTY TIME DESIGN FLANNEL,67,625,358.96999999999997,0.9995522388059701
21947,SET OF 6 HEART CHOPSTICKS,298,1691,2326.59,1.7240453074433657
21948,SET OF 6 CAKE CHOPSTICKS,267,2308,2950.19,1.8870503597122303
21949,SET OF 6 STRAWBERRY CHOPSTICKS,269,2636,3224.28,1.7779359430604982
21950,SET OF 6 DOTS CHOPSTICKS,18,211,263.63,2.3994444444444443
21955,DOORMAT UNION JACK GUNS AND ROSES,729,3933,23949.35,8.606336898395721
21967,PACK OF 12 SKULL TISSUES,479,15898,4478.9,0.42270216962524654
21972,SET OF 36 DINOSAUR PAPER DOILIES,171,1055,1560.82,1.644502923976608
21973,SET OF 36 MUSHROOM PAPER DOILIES,210,1676,2428.73,1.7939810426540284
21974,SET OF 36 PAISLEY FLOWER DOILIES,808,7059,10656.3,1.9928553921568628
21975,PACK OF 60 DINOSAUR CAKE CASES,1303,31481,15330.25,0.6315436241610739
21976,PACK OF 60 MUSHROOM CAKE CASES,950,14745,7905.88,0.7721574642126791
21977,PACK OF 60 PINK PAISLEY CAKE CASES,1993,56625,28413.63,0.7137743190661479
21980,PACK OF 12 RED RETROSPOT TISSUES,676,31546,8712.99,0.3874639769452449
21981,PACK OF 12 WOODLAND TISSUES,553,26425,7200.23,0.46708620689655167
21982,PACK OF 12 SUKI TISSUES,718,32371,10495.89,0.4531746031746031
21983,PACK OF 12 BLUE PAISLEY TISSUES,325,6272,1924.7199999999998,0.41902077151335315
21984,PACK OF 12 PINK PAISLEY TISSUES,432,25487,7070.67,0.41652654867256633
21985,PACK OF 12 HEARTS DESIGN TISSUES,919,25648,9015.56,0.41050473186119874
21986,PACK OF 12 PINK POLKADOT TISSUES,469,13528,4806.25,0.41619047619047617
21987,PACK OF 6 SKULL PAPER CUPS,385,6434,3999.11,0.7305822784810126
21988,PACK OF 6 SKULL PAPER PLATES,416,7854,5847.83,0.9524590163934425
21989,PACK OF 20 SKULL PAPER NAPKINS,654,8571,6811.83,1.0813063063063062
21990,MODERN FLORAL STATIONERY SET,497,2493,4635.78,2.275438596491228
21991,BOHEMIAN COLLAGE STATIONERY SET,289,1118,1966.07,2.252857142857143
21992,VINTAGE PAISLEY STATIONERY SET,656,3423,7014.97,2.432955882352941
21993,FLORAL FOLK STATIONERY SET,577,2898,5350.19,2.2812436974789914
22016,Dotcomgiftshop Gift Voucher £100.00,1,1,83.33,83.33
22021,BLUE FELT EASTER EGG BASKET,233,1437,2469.91,1.7885355648535564
22023,EMPIRE BIRTHDAY CARD,430,5028,2101.18,0.5323972602739726
22024,RAINY LADIES BIRTHDAY CARD,439,5454,2284.75,0.55834451901566
22025,RING OF ROSES BIRTHDAY CARD,288,3987,1650.93,0.5378006872852233
22026,BANQUET BIRTHDAY  CARD,366,4054,1728.4,0.5350677506775068
22027,TEA PARTY BIRTHDAY CARD,845,11387,4846.87,0.5231701631701632
22028,PENNY FARTHING BIRTHDAY CARD,507,6384,2683.65,0.5323929961089494
22029,SPACEBOY BIRTHDAY CARD,1101,17799,7365.65,0.508248436103664
22030,SWALLOWS GREETING CARD,685,12867,5253.28,0.4642857142857143
22031,BOTANICAL LAVENDER BIRTHDAY CARD,142,1137,499.03000000000003,0.5165034965034965
22032,BOTANICAL LILY GREETING CARD,111,980,418.12,0.46522522522522525
22033,BOTANICAL ROSE GREETING CARD,128,1603,681.93,0.481640625
22034,ROBIN CHRISTMAS CARD,94,1620,674.75,0.4508421052631579
22035,VINTAGE CARAVAN GREETING CARD,360,4097,1737.98,0.5553846153846154
22036,DINOSAUR BIRTHDAY CARD,135,1649,695.11,0.49740740740740735
22037,ROBOT BIRTHDAY CARD,634,7144,3076.08,0.5231839258114374
22038,BOTANICAL LAVENDER GIFT WRAP,45,1150,481.0,0.4182222222222222
22039,BOTANICAL LILY GIFT WRAP,30,850,353.0,0.41466666666666663
22040,BOTANICAL ROSE GIFT WRAP,94,2815,1144.3,0.41659574468085103
22041,"RECORD FRAME 7"" SINGLE SIZE",555,7861,19371.46,3.5406932409012133
22042,CHRISTMAS CARD SINGING ANGEL,128,1805,655.52,0.4081159420289855
22043,CHRISTMAS CARD SCREEN PRINT,125,2222,629.88,0.33607692307692305
22044,CHRISTMAS CARD STACK OF PRESENTS,89,2000,575.48,0.3282795698924731
22045,SPACEBOY GIFT WRAP,473,14642,6023.64,0.4189098532494759
22046,TEA PARTY  WRAPPING PAPER,208,6375,2613.5,0.41846153846153844
22047,EMPIRE GIFT WRAP,261,8250,3351.0,0.4179310344827586
22048,BIRTHDAY BANQUET GIFT WRAP,102,2840,1176.8,0.4192233009708738
22049,WRAP CHRISTMAS SCREEN PRINT,114,3575,1047.25,0.2981196581196581
22050,PINK PAISLEY ROSE GIFT WRAP,115,3325,1364.5,0.41862068965517235
22051,BLUE SCANDINAVIAN PAISLEY WRAP,116,3200,1328.0,0.4193162393162393
22052,VINTAGE CARAVAN GIFT WRAP,128,3600,1492.0,0.4181679389312977
22053,EMPIRE DESIGN ROSETTE,87,4551,4020.8899999999994,1.508390804597701
22054,MINI CAKE STAND HANGING HEARTS,74,361,655.01,2.1535897435897433
22055,MINI CAKE STAND  HANGING STRAWBERY,724,4925,8179.19,2.162878179384203
22056,CERAMIC PLATE LOVE HEART DESIGN,34,607,656.87,1.9435294117647057
22057,CERAMIC PLATE STRAWBERRY DESIGN,260,3076,4035.57,2.041908396946565
22058,CERAMIC LOVE HEARTS DESIGN MUG,103,520,795.72,1.663181818181818
22059,CERAMIC STRAWBERRY DESIGN MUG,458,5050,6798.889999999999,1.778724279835391
22060,LARGE CAKE STAND HANGING HEARTS,158,735,5711.3099999999995,9.868024691358023
22061,LARGE CAKE STAND  HANGING STRAWBERY,520,2185,19260.67,11.210817490494296
22062,CERAMIC BOWL WITH LOVE HEART DESIGN,126,761,1248.15,2.398106060606061
22063,CERAMIC BOWL WITH STRAWBERRY DESIGN,356,2315,6391.46,3.6431967213114755
22064,PINK DOUGHNUT TRINKET POT,693,6678,10737.109999999999,2.150667593880389
22065,CHRISTMAS PUDDING TRINKET POT,456,8738,6457.96,1.4521399176954732
22066,LOVE HEART TRINKET POT,273,3435,2729.16,1.1550714285714285
22067,CHOC TRUFFLE GOLD TRINKET POT,252,1887,3075.5399999999995,2.1032945736434105
22068,BLACK PIRATE TREASURE CHEST,276,1124,2015.86,2.2762020905923346
22069,BROWN  PIRATE TREASURE CHEST,267,984,2221.7799999999997,2.976726618705036
22070,SMALL RED RETROSPOT MUG IN BOX,320,1848,5750.24,4.032286585365854
22071,SMALL WHITE RETROSPOT MUG IN BOX,256,1546,4419.75,3.873932584269663
22072,RED RETROSPOT TEA CUP AND SAUCER,511,2463,9448.51,4.417588785046728
22073,RED RETROSPOT STORAGE JAR,474,2160,8587.13,4.611117886178862
22074,6 RIBBONS SHIMMERING PINKS,287,2161,2224.5899999999997,1.5213559322033898
22075,6 RIBBONS ELEGANT CHRISTMAS,358,3355,5105.33,1.8291338582677166
22076,6 RIBBONS EMPIRE,375,2376,3535.8299999999995,1.7468894601542415
22077,6 RIBBONS RUSTIC CHARM,1751,17526,32142.039999999997,2.112145993413831
22078,RIBBON REEL LACE DESIGN,480,4015,8519.26,2.499030303030303
22079,RIBBON REEL HEARTS DESIGN,684,5054,8510.14,1.9425644699140399
22080,RIBBON REEL SPOTS DESIGN,519,3947,6619.13,1.9304681647940072
22081,RIBBON REEL FLORA + FAUNA,302,1573,2805.5099999999998,2.2119108280254776
22082,RIBBON REEL STRIPES DESIGN,957,7427,12504.77,1.9035487077534792
22083,PAPER CHAIN KIT RETROSPOT,1401,13961,41256.41,3.6236193771626297
22084,PAPER CHAIN KIT EMPIRE,811,8870,25453.83,3.293940119760479
22085,PAPER CHAIN KIT SKULLS,230,2545,6904.52,3.186266094420601
22086,PAPER CHAIN KIT 50'S CHRISTMAS,2018,36534,123002.89,3.3645249077490775
22087,PAPER BUNTING WHITE LACE,847,8513,25507.120000000003,3.478437856328392
22088,PAPER BUNTING COLOURED LACE,619,4407,13103.44,3.5197943037974686
22089,PAPER BUNTING VINTAGE PAISLEY,552,3514,10329.91,3.3862056737588655
22090,PAPER BUNTING RETROSPOT,1703,16798,50723.600000000006,3.6761085450346425
22091,EMPIRE TISSUE BOX,324,3191,2508.42,1.2751057401812689
22092,BLUE PAISLEY TISSUE BOX,140,959,625.41,0.8275
22093,MOTORING TISSUE BOX,275,2367,1457.38,0.9692932862190813
22094,RED RETROSPOT TISSUE BOX,339,3592,2695.32,1.3141547277936962
22095,LADS ONLY TISSUE BOX,284,3368,3628.17,1.408525641025641
22096,PINK PAISLEY SQUARE TISSUE BOX,180,1671,946.38,0.9358730158730159
22097,SWALLOW SQUARE TISSUE BOX,242,2081,1304.26,0.9954509803921568
22098,BOUDOIR SQUARE TISSUE BOX,309,2894,1998.37,1.2673636363636362
22099,CARAVAN SQUARE TISSUE BOX,291,2144,1614.23,1.2866339869281045
22100,SKULLS SQUARE TISSUE BOX,127,1016,729.55,1.4915942028985507
22101,MIRROR MOSAIC VOTIVE HOLDER,116,1934,2847.28,2.327520661157025
22102,MIRROR MOSAIC T-LIGHT HOLDER,59,1842,1191.69,1.9952542372881357
22103,MIRROR MOSAIC T-LIGHT HOLDER ROUND,71,1746,1760.6399999999999,2.047042253521127
22104,MIRROR MOSAIC CANDLE PLATE,99,1191,974.7199999999999,1.5782178217821783
22105,MIRROR MOSAIC GOBLET CANDLE HOLDER,55,693,1298.91,4.249298245614035
22106,MIRROR MOSAIC HURRICANE LAMP,79,515,1620.34,5.450963855421687
22107,PIZZA PLATE IN BOX,369,1276,5037.51,4.706521739130435
22108,PING! MICROWAVE PLATE,128,320,1002.26,3.5366165413533834
22109,FULL ENGLISH BREAKFAST PLATE,642,3431,14197.68,5.1575522388059705
22110,BIRD HOUSE HOT WATER BOTTLE,512,2726,9206.87,3.863729433272395
22111,SCOTTIE DOG HOT WATER BOTTLE,1689,10163,51936.86,5.7398225180255125
22112,CHOCOLATE HOT WATER BOTTLE,1721,11532,60644.32,5.853622308117062
22113,GREY HEART HOT WATER BOTTLE,996,6020,23031.27,4.201116279069767
22114,HOT WATER BOTTLE TEA AND SYMPATHY,1583,12420,63362.350000000006,4.783639618138425
22115,METAL SIGN EMPIRE TEA,500,2910,5777.77,3.2928962818003917
22116,METAL SIGN HIS DINNER IS SERVED,198,835,1145.2,1.874009900990099
22117,METAL SIGN HER DINNER IS SERVED,230,1769,5222.49,3.0711965811965816
22118,JOY WOODEN BLOCK LETTERS,271,816,3953.9,5.46006993006993
22119,PEACE WOODEN BLOCK LETTERS,340,924,5738.47,6.815
22120,WELCOME  WOODEN BLOCK LETTERS,367,1026,10404.22,11.300296495956873
22121,NOEL WOODEN BLOCK LETTERS,438,1529,9482.730000000001,6.684957081545065
22122,SET OF 2 FANCY FONT TEA TOWELS,191,1095,3290.0800000000004,3.4707142857142856
22123,PING MICROWAVE APRON,166,660,1729.0,3.767352941176471
22124,SET OF 2 TEA TOWELS PING MICROWAVE,132,302,761.97,2.719029850746269
22125,UNION JACK HOT WATER BOTTLE,183,653,4089.09,6.847883597883598
22127,PARTY CONES CARNIVAL ASSORTED,155,3492,4183.11,1.8088819875776398
22128,PARTY CONES CANDY ASSORTED,195,4007,4864.59,1.5296517412935322
22129,PARTY CONES CANDY TREE DECORATION,174,3252,3100.22,1.6295454545454546
22130,PARTY CONE CHRISTMAS DECORATION,424,9918,11244.119999999999,1.8696923076923078
22131,FOOD CONTAINER SET 3 LOVE HEART,692,5304,10045.14,2.5518896551724137
22132,RED LOVE HEART SHAPE CUP,388,3357,3008.1099999999997,1.1562373737373737
22133,PINK LOVE HEART SHAPE CUP,327,2508,2304.11,1.2385207100591715
22134,MINI LADLE LOVE HEART RED,298,2373,1057.1499999999999,0.6410457516339869
22135,MINI LADLE LOVE HEART PINK,317,1661,829.43,0.6784802431610942
22136,LOVE HEART SOCK HANGER,265,1995,3340.6699999999996,2.1119565217391303
22137,BATHROOM SET LOVE HEART DESIGN,43,607,1511.23,3.600909090909091
22138,BAKING SET 9 PIECE RETROSPOT,1914,9366,45882.01,5.3669730010384225
22139,RETROSPOT TEA SET CERAMIC 11 PC,2093,10649,53085.61,5.580184834123223
22141,CHRISTMAS CRAFT TREE TOP ANGEL,572,3785,9235.810000000001,2.619679487179487
22142,CHRISTMAS CRAFT WHITE FAIRY,503,4406,6618.19,1.7315398886827458
22143,CHRISTMAS CRAFT HEART DECORATIONS,70,446,942.8800000000001,2.5798591549295775
22144,CHRISTMAS CRAFT LITTLE FRIENDS,704,5368,12994.69,2.6152933507170797
22145,CHRISTMAS CRAFT HEART STOCKING,197,1336,2815.6600000000003,2.3672772277227723
22146,EASTER CRAFT IVY WREATH WITH CHICK,107,1413,2633.13,2.0039449541284404
22147,FELTCRAFT BUTTERFLY HEARTS,1132,13129,18358.85,1.6293069306930694
22148,EASTER CRAFT 4 CHICKS,299,3237,6480.29,2.3137377049180325
22149,FELTCRAFT 6 FLOWER FRIENDS,1382,12888,26783.86,2.3923562023562024
22150,3 STRIPEY MICE FELTCRAFT,938,7948,14800.449999999999,2.2067545638945236
22151,PLACE SETTING WHITE HEART,716,27749,11692.69,0.5363818424566088
22152,PLACE SETTING WHITE STAR,241,6331,2687.52,0.5209448818897637
22153,ANGEL DECORATION STARS ON DRESS,283,5793,2512.57,0.5535294117647058
22154,ANGEL DECORATION 3 BUTTONS,317,7881,3396.63,0.5369452449567723
22155,STAR DECORATION RUSTIC,340,6226,2810.7,0.5635849056603773
22156,HEART DECORATION WITH PEARLS,581,6237,5611.28,1.076413223140496
22157,ANGEL DECORATION WITH LACE PADDED,124,1725,1474.35,0.8936153846153846
22158,3 HEARTS HANGING DECORATION RUSTIC,718,9341,30197.280000000002,3.2089308996088657
22161,HEART DECORATION RUSTIC HANGING,489,6837,2824.3500000000004,0.7019460500963391
22162,HEART GARLAND RUSTIC PADDED,260,1258,3868.61,3.3798188405797105
22163,HEART STRING MEMO HOLDER HANGING,197,1287,2291.9100000000003,2.352451923076923
22164,STRING OF STARS CARD HOLDER,49,322,906.8300000000002,3.388823529411765
22165,"DIAMANTE HEART SHAPED WALL MIRROR,",272,991,7844.22,12.830425531914893
22166,WALL MIRROR RECTANGLE DIAMANTE PINK,159,453,3697.54,12.236787878787878
22167,OVAL WALL MIRROR DIAMANTE,303,696,6144.36,11.348899676375405
22168,ORGANISER WOOD ANTIQUE WHITE,312,671,5577.93,8.50478125
22169,FAMILY ALBUM WHITE PICTURE FRAME,701,2323,19930.8,9.81439775910364
22170,PICTURE FRAME WOOD TRIPLE PORTRAIT,575,2406,15800.66,7.438610634648371
22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,661,3181,24081.66,9.837170370370371
22172,METAL SHELF WITH RAIL,185,378,3451.82,9.579301075268818
22173,METAL 4 HOOK HANGER FRENCH CHATEAU,997,5137,15768.95,3.7300193798449612
22174,PHOTO CUBE,557,5423,10993.4,2.5133220910623946
22175,PINK OWL SOFT TOY,363,1845,5358.02,3.443909574468085
22176,BLUE OWL SOFT TOY,258,1199,3592.9000000000005,3.3683271375464687
22177,5 HOOK BLACKBOARD ORGANISER,125,325,3101.46,11.89312
22178,VICTORIAN GLASS HANGING T-LIGHT,1816,40572,53105.59,1.5726984978540772
22179,SET 10 LIGHTS NIGHT OWL,566,2093,14953.75,8.470681431005112
22180,RETROSPOT LAMP,410,1004,10403.21,11.27104761904762
22181,SNOWSTORM PHOTO FRAME FRIDGE MAGNET,138,1567,1317.6499999999999,1.0243150684931506
22182,CAKE STAND VICTORIAN FILIGREE SMALL,172,569,2190.13,4.550449438202247
22183,CAKE STAND VICTORIAN FILIGREE MED,209,613,3465.2200000000003,6.304454545454545
22184,CAKE STAND VICTORIAN FILIGREE LARGE,146,401,2988.71,9.166470588235294
22185,SLATE TILE NATURAL HANGING,462,3922,6269.329999999999,1.924915254237288
22186,RED STAR CARD HOLDER,345,2040,5570.16,3.2885595567867036
22187,GREEN CHRISTMAS TREE CARD HOLDER,364,2158,7113.5,4.458785529715763
22188,BLACK HEART CARD HOLDER,566,12483,33197.05,4.453162393162393
22189,CREAM HEART CARD HOLDER,1299,18350,54547.380000000005,4.4448907309721175
22190,LOCAL CAFE MUG,242,1428,2660.31,2.363166023166023
22191,IVORY DINER WALL CLOCK,620,1995,16454.05,8.721811023622047
22192,BLUE DINER WALL CLOCK,543,1444,12274.76,8.923381294964027
22193,RED DINER WALL CLOCK,617,1931,16296.480000000001,9.200460317460317
